index,x-value,pointwise error (4 s.f.),MAE (yes/no)
219,1.5580604519,33.45,no
220,1.5582063833,34.07,no
221,1.5583506426,34.71,no
222,1.558493249,35.35,no
223,1.5586342213,36,no
224,1.5587735783,36.67,no
225,1.5589113386,37.34,no
226,1.5590475203,38.03,no
227,1.5591821416,38.73,no
228,1.5593152204,39.44,no
229,1.5594467744,40.16,no
230,1.5595768209,40.89,no
231,1.5597053773,41.63,no
232,1.5598324607,42.39,no
233,1.559958088,43.15,no
234,1.5600822758,43.93,no
235,1.5602050405,44.73,no
236,1.5603263987,45.53,no
237,1.5604463662,46.35,no
238,1.5605649591,47.18,no
239,1.5606821932,48.02,no
240,1.560798084,48.87,no
241,1.5609126468,49.74,no
242,1.5610258969,50.63,no
243,1.5611378494,51.52,no
244,1.5612485192,52.43,no
245,1.5613579208,53.36,no
246,1.5614660688,54.3,no
247,1.5615729777,55.25,no
248,1.5616786616,56.22,no
249,1.5617831345,57.2,no
250,1.5618864104,58.2,no
251,1.5619885028,59.21,no
252,1.5620894255,60.24,no
253,1.5621891918,61.28,no
254,1.5622878149,62.34,no
255,1.562385308,63.41,no
256,1.5624816839,64.51,no
257,1.5625769556,65.61,no
258,1.5626711356,66.74,no
259,1.5627642364,67.88,no
260,1.5628562705,69.04,no
261,1.56294725,70.21,no
262,1.5630371871,71.4,no
263,1.5631260936,72.61,no
264,1.5632139815,73.84,no
265,1.5633008622,75.09,no
266,1.5633867475,76.35,no
267,1.5634716487,77.63,no
268,1.563555577,78.93,no
269,1.5636385437,80.25,no
270,1.5637205597,81.59,no
271,1.5638016359,82.95,no
272,1.5638817832,84.33,no
273,1.5639610121,85.73,no
274,1.5640393331,87.15,no
275,1.5641167568,88.58,no
276,1.5641932933,90.04,no
277,1.5642689528,91.52,no
278,1.5643437454,93.02,no
279,1.564417681,94.55,no
280,1.5644907694,96.09,no
281,1.5645630204,97.65,no
282,1.5646344435,99.24,no
283,1.5647050482,100.9,no
284,1.5647748438,102.5,no
285,1.5648438398,104.1,no
286,1.5649120452,105.8,no
287,1.564979469,107.5,no
288,1.5650461203,109.2,no
289,1.5651120079,111,no
290,1.5651771405,112.8,no
291,1.5652415268,114.6,no
292,1.5653051754,116.4,no
293,1.5653680946,118.2,no
294,1.5654302929,120.1,no
295,1.5654917785,122,no
296,1.5655525596,123.9,no
297,1.5656126443,125.9,no
298,1.5656720404,127.9,no
299,1.565730756,129.9,no
300,1.5657887989,131.9,no
301,1.5658461766,134,no
302,1.5659028969,136.1,no
303,1.5659589673,138.2,no
304,1.5660143952,140.3,no
305,1.566069188,142.5,no
306,1.5661233529,144.7,no
307,1.5661768973,146.9,no
308,1.5662298281,149.2,no
309,1.5662821524,151.5,no
310,1.5663338771,153.8,no
311,1.5663850092,156.2,no
312,1.5664355554,158.5,no
313,1.5664855224,161,no
314,1.5665349169,163.4,no
315,1.5665837454,165.9,no
316,1.5666320144,168.4,no
317,1.5666797303,170.9,no
318,1.5667268995,173.5,no
319,1.5667735282,176.1,no
320,1.5668196227,178.8,no
321,1.5668651889,181.5,no
322,1.5669102331,184.2,no
323,1.5669547611,186.9,no
324,1.5669987789,189.7,no
325,1.5670422923,192.6,no
